2016-04-01,69.93634452427123
2016-04-02,94.3777412673379
2016-04-03,68.17322434354347
2016-04-04,59.6772513866333
2016-04-05,53.79140818334383
2016-04-06,54.123463063739706
2016-04-07,54.19459875090882
2016-04-08,55.49082685859103
2016-04-09,65.16456161488829
2016-04-10,58.69404554062402
2016-04-11,52.45422748898675
2016-04-12,48.3887709578923
2016-04-13,47.632662011979086
2016-04-14,48.05856466907034
2016-04-15,52.0928462593713
2016-04-16,59.68098092060238
2016-04-17,54.88573702762426
2016-04-18,48.900206613991244
2016-04-19,45.05379852094948
2016-04-20,44.47959679862996
2016-04-21,45.04945139041737
2016-04-22,51.08448753941377
2016-04-23,59.68963117674718
2016-04-24,56.88860129474492
2016-04-25,50.40129627533267
2016-04-26,43.68933849768658
2016-04-27,44.01503576768829
2016-04-28,46.41305096625949
2016-04-29,58.468672566250504
2016-04-30,60.88305421187242
2016-05-01,53.693303443513734
2016-05-02,47.176926612442905
2016-05-03,44.07742195162487
2016-05-04,45.271140260462914
2016-05-05,42.866293095038706
2016-05-06,44.56336458698639
2016-05-07,52.60448215178951
2016-05-08,47.737580419398554
2016-05-09,43.56476504326473
2016-05-10,39.634837231672144
2016-05-11,38.983325265835404
2016-05-12,39.489305896791485
2016-05-13,45.480271695704786
2016-05-14,50.78326613487542
2016-05-15,47.487060368612035
2016-05-16,41.99027077824232
2016-05-17,38.19802385123618
2016-05-18,37.689958994187506
2016-05-19,38.342329538586554
2016-05-20,44.47993238849059
2016-05-21,50.36881674750792
2016-05-22,47.2126042916941
2016-05-23,41.40809221192174
2016-05-24,37.74196904902931
2016-05-25,37.351432503130575
2016-05-26,38.11224332265063
2016-05-27,44.34917067792741
2016-05-28,53.170462122311
2016-05-29,49.14975396528579
2016-05-30,44.36859684443499
2016-05-31,40.77339621511837
2016-06-01,41.90336693539979
2016-06-02,38.4352501880121
2016-06-03,44.29691598628551
2016-06-04,52.239390177197876
2016-06-05,45.89080706340349
2016-06-06,42.13485104999782
2016-06-07,38.62436234947812
2016-06-08,38.393663529730226
2016-06-09,39.32083956118236
2016-06-10,43.83804969596583
2016-06-11,50.00217539862977
2016-06-12,47.123887652462656
2016-06-13,43.49571573629794
2016-06-14,40.116046909952374
2016-06-15,40.0167563460089
2016-06-16,41.07310010137037
2016-06-17,47.608619722071424
2016-06-18,51.993280267822016
2016-06-19,49.217828152900616
2016-06-20,45.67677229422301
2016-06-21,42.365090742075616
2016-06-22,42.31145335980443
2016-06-23,43.38822512016483
2016-06-24,49.916475904826775
2016-06-25,59.00051355978192
2016-06-26,55.20987419620677
2016-06-27,48.72742344595188
2016-06-28,46.73751729422707
2016-06-29,45.068745962032864
